Country,Year,"Total_YearsSchool â€“ Lee-Lee (2016)"
Afghanistan,1870,0.01
Afghanistan,1875,0.01
Afghanistan,1880,0.01
Afghanistan,1885,0.01
Afghanistan,1890,0.01
Afghanistan,1895,0.01
Afghanistan,1900,0.01
Afghanistan,1905,0.01
Afghanistan,1910,0.01
Afghanistan,1915,0.02
Afghanistan,1920,0.03
Afghanistan,1925,0.04
Afghanistan,1930,0.04
Afghanistan,1935,0.05
Afghanistan,1940,0.2
Afghanistan,1945,0.22
Afghanistan,1950,0.26
Afghanistan,1955,0.3
Afghanistan,1960,0.38
Afghanistan,1965,0.43
Afghanistan,1970,0.72
Afghanistan,1975,0.96
Afghanistan,1980,1.29
Afghanistan,1985,1.73
Afghanistan,1990,2.06
Afghanistan,1995,2.4
Afghanistan,2000,3.03
Afghanistan,2005,3.32
Afghanistan,2010,3.93
Albania,1870,0.02
Albania,1875,0.03
Albania,1880,0.03
Albania,1885,0.04
Albania,1890,0.05
Albania,1895,0.06
Albania,1900,0.08
Albania,1905,0.1
Albania,1910,0.15
Albania,1915,0.24
Albania,1920,0.36
Albania,1925,0.51
Albania,1930,0.67
Albania,1935,0.84
Albania,1940,1.08
Albania,1945,1.8
Albania,1950,2.75
Albania,1955,2.93
Albania,1960,3.23
Albania,1965,3.63
Albania,1970,4.63
Albania,1975,5.77
Albania,1980,6.95
Albania,1985,7.93
Albania,1990,8.61
Albania,1995,8.54
Albania,2000,9.93
Albania,2005,10.24
Albania,2010,10.44
Algeria,1870,0.1
Algeria,1875,0.13
Algeria,1880,0.16
Algeria,1885,0.2
Algeria,1890,0.23
Algeria,1895,0.27
Algeria,1900,0.39
Algeria,1905,0.51
Algeria,1910,0.6
Algeria,1915,0.58
Algeria,1920,0.65
Algeria,1925,0.71
Algeria,1930,0.74
Algeria,1935,0.78
Algeria,1940,0.8
Algeria,1945,0.82
Algeria,1950,0.83
Algeria,1955,0.82
Algeria,1960,0.9
Algeria,1965,1.15
Algeria,1970,1.69
Algeria,1975,2.26
Algeria,1980,3
Algeria,1985,4.28
Algeria,1990,5.05
Algeria,1995,5.76
Algeria,2000,6.06
Algeria,2005,6.43
Algeria,2010,7
Argentina,1870,0.39
Argentina,1875,0.49
Argentina,1880,0.59
Argentina,1885,0.65
Argentina,1890,0.7
Argentina,1895,0.83
Argentina,1900,0.97
Argentina,1905,1.45
Argentina,1910,1.81
Argentina,1915,2.35
Argentina,1920,2.94
Argentina,1925,3.29
Argentina,1930,3.72
Argentina,1935,4.04
Argentina,1940,4.33
Argentina,1945,4.65
Argentina,1950,4.91
Argentina,1955,5.24
Argentina,1960,5.69
Argentina,1965,6.03
Argentina,1970,6.48
Argentina,1975,7.03
Argentina,1980,7.51
Argentina,1985,8.09
Argentina,1990,8.67
Argentina,1995,8.91
Argentina,2000,9.08
Argentina,2005,9.57
Argentina,2010,9.71
Australia,1870,1.74
Australia,1875,1.91
Australia,1880,2.06
Australia,1885,2.39
Australia,1890,2.74
Australia,1895,2.97
Australia,1900,3.09
Australia,1905,3.36
Australia,1910,3.87
Australia,1915,4.29
Australia,1920,4.71
Australia,1925,5.46
Australia,1930,6.01
Australia,1935,6.56
Australia,1940,7.02
Australia,1945,7.48
Australia,1950,8.21
Australia,1955,8.49
Australia,1960,8.78
Australia,1965,9.19
Australia,1970,10.11
Australia,1975,10.8
Australia,1980,11.4
Australia,1985,11.43
Australia,1990,11.44
Australia,1995,11.51
Australia,2000,11.37
Australia,2005,11.71
Australia,2010,11.69
Austria,1870,2.16
Austria,1875,2.31
Austria,1880,2.5
Austria,1885,2.74
Austria,1890,3.04
Austria,1895,3.36
Austria,1900,3.7
Austria,1905,4.03
Austria,1910,4.38
Austria,1915,4.71
Austria,1920,5.03
Austria,1925,5.47
Austria,1930,5.86
Austria,1935,6.25
Austria,1940,6.16
Austria,1945,5.96
Austria,1950,5.89
Austria,1955,5.64
Austria,1960,5.67
Austria,1965,6.54
Austria,1970,7.26
Austria,1975,7.44
Austria,1980,7.6
Austria,1985,7.84
Austria,1990,8.26
Austria,1995,8.93
Austria,2000,9.43
Austria,2005,9.89
Austria,2010,10.13
Bangladesh,1870,0.01
Bangladesh,1875,0.02
Bangladesh,1880,0.02
Bangladesh,1885,0.03
Bangladesh,1890,0.03
Bangladesh,1895,0.04
Bangladesh,1900,0.06
Bangladesh,1905,0.2
Bangladesh,1910,0.33
Bangladesh,1915,0.44
Bangladesh,1920,0.42
Bangladesh,1925,0.5
Bangladesh,1930,0.58
Bangladesh,1935,0.65
Bangladesh,1940,0.75
Bangladesh,1945,0.85
Bangladesh,1950,0.93
Bangladesh,1955,0.95
Bangladesh,1960,1.03
Bangladesh,1965,1.27
Bangladesh,1970,1.41
Bangladesh,1975,1.63
Bangladesh,1980,2.31
Bangladesh,1985,2.87
Bangladesh,1990,3.15
Bangladesh,1995,3.72
Bangladesh,2000,4.77
Bangladesh,2005,5.51
Bangladesh,2010,6.22
Barbados,1870,0.93
Barbados,1875,1.06
Barbados,1880,1.21
Barbados,1885,1.28
Barbados,1890,1.37
Barbados,1895,1.41
Barbados,1900,1.52
Barbados,1905,1.97
Barbados,1910,1.95
Barbados,1915,2.28
Barbados,1920,2.7
Barbados,1925,2.96
Barbados,1930,3.19
Barbados,1935,3.53
Barbados,1940,3.91
Barbados,1945,4.33
Barbados,1950,4.68
Barbados,1955,4.85
Barbados,1960,5.08
Barbados,1965,6.79
Barbados,1970,8.59
Barbados,1975,7.95
Barbados,1980,7.72
Barbados,1985,8.42
Barbados,1990,8.79
Barbados,1995,9.07
Barbados,2000,9.23
Barbados,2005,9.41
Barbados,2010,9.57
Belgium,1870,2.42
Belgium,1875,2.38
Belgium,1880,2.55
Belgium,1885,2.65
Belgium,1890,2.63
Belgium,1895,2.65
Belgium,1900,2.66
Belgium,1905,2.77
Belgium,1910,3.09
Belgium,1915,3.26
Belgium,1920,3.48
Belgium,1925,3.75
Belgium,1930,4.27
Belgium,1935,4.65
Belgium,1940,5.17
Belgium,1945,5.93
Belgium,1950,6.85
Belgium,1955,7.17
Belgium,1960,7.4
Belgium,1965,7.56
Belgium,1970,7.98
Belgium,1975,8.39
Belgium,1980,8.93
Belgium,1985,9.41
Belgium,1990,10
Belgium,1995,10.64
Belgium,2000,10.95
Belgium,2005,11.11
Belgium,2010,11.29
Belize,1870,0.4
Belize,1875,0.49
Belize,1880,0.61
Belize,1885,0.76
Belize,1890,0.94
Belize,1895,1.14
Belize,1900,1.36
Belize,1905,1.98
Belize,1910,2.56
Belize,1915,3.06
Belize,1920,3.74
Belize,1925,4.11
Belize,1930,4.53
Belize,1935,4.91
Belize,1940,5.3
Belize,1945,5.65
Belize,1950,5.76
Belize,1955,5.91
Belize,1960,6.19
Belize,1965,6.19
Belize,1970,6.06
Belize,1975,6.29
Belize,1980,6.16
Belize,1985,6.4
Belize,1990,7.15
Belize,1995,7.72
Belize,2000,8.19
Belize,2005,8.75
Belize,2010,9.63
Benin,1870,0.01
Benin,1875,0.01
Benin,1880,0.01
Benin,1885,0.01
Benin,1890,0.01
Benin,1895,0.01
Benin,1900,0.02
Benin,1905,0.02
Benin,1910,0.02
Benin,1915,0.03
Benin,1920,0.04
Benin,1925,0.12
Benin,1930,0.2
Benin,1935,0.27
Benin,1940,0.41
Benin,1945,0.48
Benin,1950,0.52
Benin,1955,0.61
Benin,1960,0.7
Benin,1965,0.79
Benin,1970,0.87
Benin,1975,0.96
Benin,1980,1.26
Benin,1985,1.77
Benin,1990,2.24
Benin,1995,2.73
Benin,2000,3.31
Benin,2005,3.85
Benin,2010,4.57
Bolivia,1870,0.06
Bolivia,1875,0.08
Bolivia,1880,0.1
Bolivia,1885,0.12
Bolivia,1890,0.15
Bolivia,1895,0.19
Bolivia,1900,0.24
Bolivia,1905,0.29
Bolivia,1910,0.37
Bolivia,1915,0.47
Bolivia,1920,0.68
Bolivia,1925,0.86
Bolivia,1930,1.01
Bolivia,1935,1.71
Bolivia,1940,1.91
Bolivia,1945,2.11
Bolivia,1950,2.44
Bolivia,1955,2.8
Bolivia,1960,3.15
Bolivia,1965,3.7
Bolivia,1970,4.14
Bolivia,1975,4.8
Bolivia,1980,5.76
Bolivia,1985,6.7
Bolivia,1990,7.63
Bolivia,1995,8.09
Bolivia,2000,8.73
Bolivia,2005,8.77
Bolivia,2010,8.57
Brazil,1870,0.14
Brazil,1875,0.18
Brazil,1880,0.22
Brazil,1885,0.26
Brazil,1890,0.3
Brazil,1895,0.33
Brazil,1900,0.56
Brazil,1905,0.7
Brazil,1910,0.81
Brazil,1915,0.94
Brazil,1920,1.07
Brazil,1925,1.18
Brazil,1930,1.35
Brazil,1935,1.51
Brazil,1940,1.66
Brazil,1945,1.8
Brazil,1950,2.11
Brazil,1955,2.3
Brazil,1960,2.53
Brazil,1965,2.82
Brazil,1970,3.28
Brazil,1975,2.87
Brazil,1980,3.05
Brazil,1985,4.12
Brazil,1990,4.94
Brazil,1995,5.79
Brazil,2000,6.76
Brazil,2005,7.67
Brazil,2010,8.17
Bulgaria,1870,0.91
Bulgaria,1875,0.95
Bulgaria,1880,0.99
Bulgaria,1885,1.05
Bulgaria,1890,1.12
Bulgaria,1895,1.31
Bulgaria,1900,1.54
Bulgaria,1905,1.68
Bulgaria,1910,2.05
Bulgaria,1915,3.02
Bulgaria,1920,3.35
Bulgaria,1925,3.51
Bulgaria,1930,3.52
Bulgaria,1935,3.54
Bulgaria,1940,3.78
Bulgaria,1945,3.89
Bulgaria,1950,3.97
Bulgaria,1955,4.82
Bulgaria,1960,5.24
Bulgaria,1965,4.71
Bulgaria,1970,6.54
Bulgaria,1975,7.41
Bulgaria,1980,8.15
Bulgaria,1985,8.76
Bulgaria,1990,8.68
Bulgaria,1995,9.31
Bulgaria,2000,9.65
Bulgaria,2005,10.61
Bulgaria,2010,11.07
Cambodia,1870,0.01
Cambodia,1875,0.01
Cambodia,1880,0.01
Cambodia,1885,0.01
Cambodia,1890,0.01
Cambodia,1895,0.01
Cambodia,1900,0.01
Cambodia,1905,0.01
Cambodia,1910,0.01
Cambodia,1915,0.01
Cambodia,1920,0.02
Cambodia,1925,0.02
Cambodia,1930,0.03
Cambodia,1935,0.04
Cambodia,1940,0.07
Cambodia,1945,0.29
Cambodia,1950,0.44
Cambodia,1955,0.67
Cambodia,1960,1.23
Cambodia,1965,1.53
Cambodia,1970,1.91
Cambodia,1975,2.31
Cambodia,1980,2.66
Cambodia,1985,2.89
Cambodia,1990,3.2
Cambodia,1995,3.41
Cambodia,2000,3.64
Cambodia,2005,4.26
Cambodia,2010,4.94
Cameroon,1870,0.01
Cameroon,1875,0.01
Cameroon,1880,0.01
Cameroon,1885,0.02
Cameroon,1890,0.02
Cameroon,1895,0.03
Cameroon,1900,0.05
Cameroon,1905,0.06
Cameroon,1910,0.07
Cameroon,1915,0.08
Cameroon,1920,0.11
Cameroon,1925,0.16
Cameroon,1930,0.2
Cameroon,1935,0.29
Cameroon,1940,0.37
Cameroon,1945,0.46
Cameroon,1950,0.72
Cameroon,1955,0.92
Cameroon,1960,1.12
Cameroon,1965,1.51
Cameroon,1970,1.92
Cameroon,1975,2.58
Cameroon,1980,3.25
Cameroon,1985,3.94
Cameroon,1990,4.65
Cameroon,1995,5.3
Cameroon,2000,5.76
Cameroon,2005,6.06
Cameroon,2010,6.41
Canada,1870,2.72
Canada,1875,2.85
Canada,1880,2.99
Canada,1885,3.1
Canada,1890,3.18
Canada,1895,3.35
Canada,1900,3.99
Canada,1905,4.34
Canada,1910,4.83
Canada,1915,5.18
Canada,1920,5.54
Canada,1925,5.92
Canada,1930,6.35
Canada,1935,6.85
Canada,1940,7.14
Canada,1945,7.46
Canada,1950,7.76
Canada,1955,8.11
Canada,1960,8.55
Canada,1965,8.85
Canada,1970,9.47
Canada,1975,10.02
Canada,1980,10.49
Canada,1985,10.29
Canada,1990,10.71
Canada,1995,11.11
Canada,2000,11.39
Canada,2005,12.49
Canada,2010,12.74
Chile,1870,0.43
Chile,1875,0.51
Chile,1880,0.58
Chile,1885,0.64
Chile,1890,0.69
Chile,1895,0.75
Chile,1900,1.58
Chile,1905,1.85
Chile,1910,2.39
Chile,1915,2.92
Chile,1920,3.43
Chile,1925,3.86
Chile,1930,4.08
Chile,1935,4.31
Chile,1940,4.59
Chile,1945,4.76
Chile,1950,4.91
Chile,1955,5.04
Chile,1960,5.23
Chile,1965,5.71
Chile,1970,6.18
Chile,1975,6.7
Chile,1980,7.13
Chile,1985,7.85
Chile,1990,8.58
Chile,1995,8.92
Chile,2000,9.41
Chile,2005,9.96
Chile,2010,10.35
China,1870,0.01
China,1875,0.01
China,1880,0.01
China,1885,0.01
China,1890,0.01
China,1895,0.01
China,1900,0.02
China,1905,0.02
China,1910,0.04
China,1915,0.06
China,1920,0.08
China,1925,0.16
China,1930,0.26
China,1935,0.36
China,1940,1.39
China,1945,1.53
China,1950,1.79
China,1955,2.18
China,1960,2.8
China,1965,3.4
China,1970,4.16
China,1975,4.83
China,1980,5.74
China,1985,6.16
China,1990,6.45
China,1995,7.17
China,2000,7.79
China,2005,8.02
China,2010,8.25
Colombia,1870,0.32
Colombia,1875,0.37
Colombia,1880,0.42
Colombia,1885,0.48
Colombia,1890,0.51
Colombia,1895,0.52
Colombia,1900,0.85
Colombia,1905,1
Colombia,1910,1.44
Colombia,1915,1.62
Colombia,1920,1.79
Colombia,1925,2.01
Colombia,1930,2.17
Colombia,1935,2.32
Colombia,1940,2.4
Colombia,1945,2.53
Colombia,1950,2.38
Colombia,1955,2.73
Colombia,1960,3.1
Colombia,1965,3.47
Colombia,1970,3.98
Colombia,1975,4.43
Colombia,1980,4.99
Colombia,1985,5.63
Colombia,1990,6.16
Colombia,1995,6.68
Colombia,2000,7.12
Colombia,2005,7.56
Colombia,2010,9.35
"Costa Rica",1870,0.32
"Costa Rica",1875,0.4
"Costa Rica",1880,0.48
"Costa Rica",1885,0.59
"Costa Rica",1890,0.72
"Costa Rica",1895,0.87
"Costa Rica",1900,1.56
"Costa Rica",1905,1.89
"Costa Rica",1910,2.21
"Costa Rica",1915,2.45
"Costa Rica",1920,2.71
"Costa Rica",1925,2.99
"Costa Rica",1930,3.13
"Costa Rica",1935,3.28
"Costa Rica",1940,3.43
"Costa Rica",1945,3.62
"Costa Rica",1950,3.6
"Costa Rica",1955,3.82
"Costa Rica",1960,3.96
"Costa Rica",1965,4.22
"Costa Rica",1970,4.03
"Costa Rica",1975,5.3
"Costa Rica",1980,6.26
"Costa Rica",1985,6.88
"Costa Rica",1990,7.28
"Costa Rica",1995,7.61
"Costa Rica",2000,7.96
"Costa Rica",2005,8.52
"Costa Rica",2010,8.43
"Cote d'Ivoire",1870,0.01
"Cote d'Ivoire",1875,0.01
"Cote d'Ivoire",1880,0.01
"Cote d'Ivoire",1885,0.01
"Cote d'Ivoire",1890,0.01
"Cote d'Ivoire",1895,0.02
"Cote d'Ivoire",1900,0.02
"Cote d'Ivoire",1905,0.02
"Cote d'Ivoire",1910,0.08
"Cote d'Ivoire",1915,0.14
"Cote d'Ivoire",1920,0.19
"Cote d'Ivoire",1925,0.25
"Cote d'Ivoire",1930,0.31
"Cote d'Ivoire",1935,0.32
"Cote d'Ivoire",1940,0.35
"Cote d'Ivoire",1945,0.39
"Cote d'Ivoire",1950,0.86
"Cote d'Ivoire",1955,0.91
"Cote d'Ivoire",1960,0.99
"Cote d'Ivoire",1965,1.09
"Cote d'Ivoire",1970,1.33
"Cote d'Ivoire",1975,1.76
"Cote d'Ivoire",1980,2.13
"Cote d'Ivoire",1985,2.46
"Cote d'Ivoire",1990,2.79
"Cote d'Ivoire",1995,3.46
"Cote d'Ivoire",2000,4.06
"Cote d'Ivoire",2005,4.52
"Cote d'Ivoire",2010,4.93
Cuba,1870,0.12
Cuba,1875,0.16
Cuba,1880,0.2
Cuba,1885,0.25
Cuba,1890,0.33
Cuba,1895,0.44
Cuba,1900,0.82
Cuba,1905,1.32
Cuba,1910,1.58
Cuba,1915,2.03
Cuba,1920,2.28
Cuba,1925,2.61
Cuba,1930,2.96
Cuba,1935,3.16
Cuba,1940,3.31
Cuba,1945,3.42
Cuba,1950,3.58
Cuba,1955,3.66
Cuba,1960,4.08
Cuba,1965,4.55
Cuba,1970,5.41
Cuba,1975,6.48
Cuba,1980,7.82
Cuba,1985,8.64
Cuba,1990,9.21
Cuba,1995,9.58
Cuba,2000,9.88
Cuba,2005,10.36
Cuba,2010,11.06
Cyprus,1870,0.29
Cyprus,1875,0.35
Cyprus,1880,0.42
Cyprus,1885,0.51
Cyprus,1890,0.61
Cyprus,1895,0.78
Cyprus,1900,0.97
Cyprus,1905,1.11
Cyprus,1910,1.3
Cyprus,1915,1.65
Cyprus,1920,1.97
Cyprus,1925,2.25
Cyprus,1930,2.52
Cyprus,1935,2.72
Cyprus,1940,2.84
Cyprus,1945,3.08
Cyprus,1950,3.8
Cyprus,1955,4.49
Cyprus,1960,5.38
Cyprus,1965,5.9
Cyprus,1970,6.36
Cyprus,1975,7.02
Cyprus,1980,7.89
Cyprus,1985,8.94
Cyprus,1990,9.85
Cyprus,1995,10.28
Cyprus,2000,10.82
Cyprus,2005,10.19
Cyprus,2010,11.76
"Czech Republic",1870,3.14
"Czech Republic",1875,3.25
"Czech Republic",1880,3.36
"Czech Republic",1885,3.47
"Czech Republic",1890,3.59
"Czech Republic",1895,3.7
"Czech Republic",1900,3.82
"Czech Republic",1905,4.13
"Czech Republic",1910,4.38
"Czech Republic",1915,4.61
"Czech Republic",1920,4.79
"Czech Republic",1925,5.13
"Czech Republic",1930,5.4
"Czech Republic",1935,5.7
"Czech Republic",1940,6.01
"Czech Republic",1945,6.3
"Czech Republic",1950,6.61
"Czech Republic",1955,6.78
"Czech Republic",1960,6.94
"Czech Republic",1965,7.65
"Czech Republic",1970,8.45
"Czech Republic",1975,9.07
"Czech Republic",1980,9.5
"Czech Republic",1985,9.86
"Czech Republic",1990,10.44
"Czech Republic",1995,12.23
"Czech Republic",2000,12.78
"Czech Republic",2005,12.81
"Czech Republic",2010,12.8
"Democratic Republic of Congo",1870,0.01
"Democratic Republic of Congo",1875,0.01
"Democratic Republic of Congo",1880,0.01
"Democratic Republic of Congo",1885,0.01
"Democratic Republic of Congo",1890,0.01
"Democratic Republic of Congo",1895,0.01
"Democratic Republic of Congo",1900,0.02
"Democratic Republic of Congo",1905,0.03
"Democratic Republic of Congo",1910,0.03
"Democratic Republic of Congo",1915,0.24
"Democratic Republic of Congo",1920,0.25
"Democratic Republic of Congo",1925,0.26
"Democratic Republic of Congo",1930,0.3
"Democratic Republic of Congo",1935,0.34
"Democratic Republic of Congo",1940,0.41
"Democratic Republic of Congo",1945,0.49
"Democratic Republic of Congo",1950,0.62
"Democratic Republic of Congo",1955,0.72
"Democratic Republic of Congo",1960,0.89
"Democratic Republic of Congo",1965,1.08
"Democratic Republic of Congo",1970,1.32
"Democratic Republic of Congo",1975,1.65
"Democratic Republic of Congo",1980,2.16
"Democratic Republic of Congo",1985,2.87
"Democratic Republic of Congo",1990,3.32
"Democratic Republic of Congo",1995,3.53
"Democratic Republic of Congo",2000,3.52
"Democratic Republic of Congo",2005,3.63
"Democratic Republic of Congo",2010,3.79
Denmark,1870,2.45
Denmark,1875,2.5
Denmark,1880,2.56
Denmark,1885,2.63
Denmark,1890,2.71
Denmark,1895,2.78
Denmark,1900,2.84
Denmark,1905,2.91
Denmark,1910,3.17
Denmark,1915,3.39
Denmark,1920,3.64
Denmark,1925,3.93
